year_month,district,side,tier,secondary_price_per_m2_try,secondary_price_per_m2_usd,new_construction_price_per_m2_try,rental_per_m2_monthly_try,n_listings_secondary,n_listings_new_construction,n_listings_rental,try_usd_rate,cbrt_repo_rate_pct,avg_mortgage_rate_pct,inflation_yoy_pct
2023-06,Beylikdüzü,European,mid,29365,1398,32751,123.3,156,28,24,21,8.5,13.5,39
2023-07,Beylikdüzü,European,mid,34704,1310,38929,145.8,50,34,58,26.5,25,30,65
2023-08,Beylikdüzü,European,mid,36050,1360,38502,151.4,77,12,100,26.5,25,30,65
2023-09,Beylikdüzü,European,mid,35399,1336,39534,148.7,178,65,10,26.5,25,30,65
2023-10,Beylikdüzü,European,mid,35459,1223,40036,148.9,131,14,33,29,42.5,47.5,65
2023-11,Beylikdüzü,European,mid,36003,1241,38853,151.2,39,46,60,29,42.5,47.5,65
2023-12,Beylikdüzü,European,mid,36605,1262,41902,153.7,139,23,107,29,42.5,47.5,65
2024-01,Beylikdüzü,European,mid,40496,1266,43927,170.1,41,74,37,32,50,55,75
2024-02,Beylikdüzü,European,mid,40784,1275,46929,171.3,38,73,114,32,50,55,75
2024-03,Beylikdüzü,European,mid,42028,1313,46166,176.5,52,72,53,32,50,55,75
2024-04,Beylikdüzü,European,mid,41289,1290,43883,173.4,86,79,104,32,50,55,75
2024-05,Beylikdüzü,European,mid,43141,1348,47180,181.2,153,30,11,32,50,55,75
2024-06,Beylikdüzü,European,mid,40831,1276,44508,171.5,52,18,91,32,50,55,75
2024-07,Beylikdüzü,European,mid,44020,1295,46266,184.9,97,23,119,34,50,55,49
2024-08,Beylikdüzü,European,mid,44390,1306,50738,186.4,123,70,49,34,50,55,49
2024-09,Beylikdüzü,European,mid,45697,1344,50684,191.9,88,15,87,34,50,55,49
2024-10,Beylikdüzü,European,mid,43636,1283,48409,183.3,45,36,54,34,50,55,49
2024-11,Beylikdüzü,European,mid,43728,1286,49051,183.7,149,15,112,34,50,55,49
2024-12,Beylikdüzü,European,mid,42710,1256,46344,179.4,105,28,107,34,50,55,49
2025-01,Beylikdüzü,European,mid,46926,1304,52460,197.1,25,76,12,36,47.5,52.5,36
2025-02,Beylikdüzü,European,mid,45042,1251,48661,189.2,149,60,115,36,47.5,52.5,36
2025-03,Beylikdüzü,European,mid,46882,1302,51644,196.9,65,60,79,36,47.5,52.5,36
2025-04,Beylikdüzü,European,mid,47456,1318,51841,199.3,17,65,110,36,47.5,52.5,36
2025-05,Beylikdüzü,European,mid,46810,1300,54247,196.6,103,22,114,36,47.5,52.5,36
2025-06,Beylikdüzü,European,mid,46036,1279,49264,193.4,151,56,110,36,47.5,52.5,36
2025-07,Beylikdüzü,European,mid,49267,1350,55436,206.9,40,35,65,36.5,45,50,30
2025-08,Beylikdüzü,European,mid,50152,1374,53748,210.6,81,37,35,36.5,45,50,30
2025-09,Beylikdüzü,European,mid,49227,1349,54307,206.8,169,6,66,36.5,45,50,30
2025-10,Beylikdüzü,European,mid,50519,1384,56277,212.2,104,5,55,36.5,45,50,30
2025-11,Beylikdüzü,European,mid,50558,1385,57341,212.3,107,15,101,36.5,45,50,30
2025-12,Beylikdüzü,European,mid,51833,1420,60124,217.7,27,77,117,36.5,45,50,30
2026-01,Beylikdüzü,European,mid,49402,1353,55505,207.5,26,71,66,36.5,45,50,30
2026-02,Beylikdüzü,European,mid,46944,1286,51346,197.2,129,55,76,36.5,45,50,30
2026-03,Beylikdüzü,European,mid,49059,1344,54144,206,30,35,14,36.5,45,50,30
2026-04,Beylikdüzü,European,mid,47708,1307,53374,200.4,31,40,30,36.5,45,50,30
2020-01,Esenyurt,European,affordable,1462,236,1616,6.1,45,6,118,6.2,10.75,15.75,11
2020-02,Esenyurt,European,affordable,1464,236,1654,6.1,147,48,55,6.2,10.75,15.75,11
2020-03,Esenyurt,European,affordable,1469,237,1592,6.2,83,20,36,6.2,10.75,15.75,11
2020-04,Esenyurt,European,affordable,1843,263,2055,7.7,157,41,22,7,8.25,13.25,11
2020-05,Esenyurt,European,affordable,1789,256,1916,7.5,139,50,105,7,8.25,13.25,11
2020-06,Esenyurt,European,affordable,1792,256,1987,7.5,153,79,14,7,8.25,13.25,11
2020-07,Esenyurt,European,affordable,1786,255,1961,7.5,158,78,62,7,8.25,13.25,14
2020-08,Esenyurt,European,affordable,1777,254,1956,7.5,75,13,111,7,8.25,13.25,14
2020-09,Esenyurt,European,affordable,1901,272,2163,8,50,23,78,7,8.25,13.25,14
2020-10,Esenyurt,European,affordable,2267,302,2480,9.5,87,73,118,7.5,10.25,15.25,14
2020-11,Esenyurt,European,affordable,2391,319,2724,10,73,40,42,7.5,10.25,15.25,14
2020-12,Esenyurt,European,affordable,2512,335,2830,10.6,154,8,92,7.5,10.25,15.25,14
2021-01,Esenyurt,European,affordable,3331,444,3694,14,154,11,37,7.5,17,22,19.5
2021-02,Esenyurt,European,affordable,3293,439,3531,13.8,73,40,10,7.5,17,22,19.5
2021-03,Esenyurt,European,affordable,3361,448,3783,14.1,152,36,80,7.5,17,22,19.5
2021-04,Esenyurt,European,affordable,3216,378,3579,13.5,177,49,106,8.5,19,24,19.5
2021-05,Esenyurt,European,affordable,3146,370,3676,13.2,102,56,98,8.5,19,24,19.5
2021-06,Esenyurt,European,affordable,3215,378,3505,13.5,121,68,61,8.5,19,24,19.5
2021-07,Esenyurt,European,affordable,4981,586,5457,20.9,84,10,101,8.5,19,24,19.5
2021-08,Esenyurt,European,affordable,4766,561,5216,20,115,78,24,8.5,19,24,19.5
2021-09,Esenyurt,European,affordable,4697,553,5116,19.7,97,77,41,8.5,19,24,19.5
2021-10,Esenyurt,European,affordable,4707,428,5102,19.8,77,79,99,11,14,19,54
2021-11,Esenyurt,European,affordable,4698,427,5212,19.7,81,10,35,11,14,19,54
2021-12,Esenyurt,European,affordable,4883,444,5377,20.5,151,67,97,11,14,19,54
2022-01,Esenyurt,European,affordable,9051,624,9898,38,145,39,29,14.5,14,19,54
2022-02,Esenyurt,European,affordable,9755,673,10798,41,174,55,45,14.5,14,19,54
2022-03,Esenyurt,European,affordable,10036,692,11459,42.2,52,57,14,14.5,14,19,54
2022-04,Esenyurt,European,affordable,9320,548,9967,39.1,84,70,10,17,14,19,80
2022-05,Esenyurt,European,affordable,9699,571,10700,40.7,68,37,102,17,14,19,80
2022-06,Esenyurt,European,affordable,9735,573,10837,40.9,26,31,56,17,14,19,80
2022-07,Esenyurt,European,affordable,14829,872,16152,62.3,24,61,79,17,12,17,80
2022-08,Esenyurt,European,affordable,14873,875,17046,62.5,122,69,20,17,12,17,80
2022-09,Esenyurt,European,affordable,15173,893,16940,63.7,126,54,34,17,12,17,80
2022-10,Esenyurt,European,affordable,14478,774,15460,60.8,31,47,42,18.7,9,14,64
2022-11,Esenyurt,European,affordable,14553,778,15652,61.1,151,60,33,18.7,9,14,64
2022-12,Esenyurt,European,affordable,14930,798,16430,62.7,169,14,14,18.7,9,14,64
2023-01,Esenyurt,European,affordable,19848,945,22203,83.4,76,22,27,21,8.5,13.5,39
2023-02,Esenyurt,European,affordable,20403,972,22396,85.7,139,74,103,21,8.5,13.5,39
2023-03,Esenyurt,European,affordable,19649,936,21930,82.5,170,14,67,21,8.5,13.5,39
2023-04,Esenyurt,European,affordable,21409,1019,23904,89.9,16,14,18,21,8.5,13.5,39
2023-05,Esenyurt,European,affordable,20075,956,21374,84.3,80,16,53,21,8.5,13.5,39
2023-06,Esenyurt,European,affordable,20046,955,22231,84.2,175,49,93,21,8.5,13.5,39
2023-07,Esenyurt,European,affordable,25628,967,29760,107.6,91,22,43,26.5,25,30,65
2023-08,Esenyurt,European,affordable,24580,928,26876,103.2,160,36,74,26.5,25,30,65
2023-09,Esenyurt,European,affordable,25869,976,28489,108.6,148,48,17,26.5,25,30,65
2023-10,Esenyurt,European,affordable,25105,866,27702,105.4,31,70,103,29,42.5,47.5,65
2023-11,Esenyurt,European,affordable,25794,889,28484,108.3,17,8,85,29,42.5,47.5,65
2023-12,Esenyurt,European,affordable,25494,879,27890,107.1,156,32,116,29,42.5,47.5,65
2024-01,Esenyurt,European,affordable,28572,893,31143,120,59,42,97,32,50,55,75
2024-02,Esenyurt,European,affordable,30499,953,35744,128.1,135,34,93,32,50,55,75
2024-03,Esenyurt,European,affordable,30326,948,32732,127.4,137,55,65,32,50,55,75
2024-04,Esenyurt,European,affordable,29779,931,32204,125.1,150,47,70,32,50,55,75
2024-05,Esenyurt,European,affordable,30238,945,32623,127,92,34,27,32,50,55,75
2024-06,Esenyurt,European,affordable,29462,921,30920,123.7,36,55,72,32,50,55,75
2024-07,Esenyurt,European,affordable,31529,927,35211,132.4,40,71,17,34,50,55,49
2024-08,Esenyurt,European,affordable,31995,941,35483,134.4,67,69,17,34,50,55,49
2024-09,Esenyurt,European,affordable,31196,918,34526,131,78,76,53,34,50,55,49
2024-10,Esenyurt,European,affordable,32939,969,36757,138.3,52,21,104,34,50,55,49
2024-11,Esenyurt,European,affordable,30695,903,33644,128.9,129,55,56,34,50,55,49
2024-12,Esenyurt,European,affordable,32740,963,37437,137.5,84,78,92,34,50,55,49
2025-01,Esenyurt,European,affordable,33703,936,35233,141.6,72,47,108,36,47.5,52.5,36
2025-02,Esenyurt,European,affordable,33623,934,37041,141.2,129,57,43,36,47.5,52.5,36
2025-03,Esenyurt,European,affordable,34800,967,38370,146.2,102,30,63,36,47.5,52.5,36
2025-04,Esenyurt,European,affordable,33296,925,36916,139.8,54,17,119,36,47.5,52.5,36
2025-05,Esenyurt,European,affordable,34189,950,35960,143.6,72,36,12,36,47.5,52.5,36
2025-06,Esenyurt,European,affordable,34040,946,37493,143,50,60,88,36,47.5,52.5,36
2025-07,Esenyurt,European,affordable,35823,981,39269,150.5,167,41,107,36.5,45,50,30
2025-08,Esenyurt,European,affordable,36134,990,41064,151.8,32,42,50,36.5,45,50,30
2025-09,Esenyurt,European,affordable,35677,977,38929,149.8,43,27,102,36.5,45,50,30
2025-10,Esenyurt,European,affordable,36118,990,42536,151.7,96,72,26,36.5,45,50,30
2025-11,Esenyurt,European,affordable,36759,1007,39732,154.4,42,54,102,36.5,45,50,30
2025-12,Esenyurt,European,affordable,33803,926,37350,142,23,30,65,36.5,45,50,30
2026-01,Esenyurt,European,affordable,36938,1012,38853,155.1,97,56,42,36.5,45,50,30
2026-02,Esenyurt,European,affordable,37033,1015,41831,155.5,122,31,41,36.5,45,50,30
2026-03,Esenyurt,European,affordable,35707,978,40035,150,75,48,34,36.5,45,50,30
2026-04,Esenyurt,European,affordable,35496,972,38077,149.1,128,46,60,36.5,45,50,30
2020-01,Başakşehir,European,premium,2516,406,2753,10.6,94,57,98,6.2,10.75,15.75,11
2020-02,Başakşehir,European,premium,2477,400,2743,10.4,44,42,14,6.2,10.75,15.75,11
2020-03,Başakşehir,European,premium,2537,409,2842,10.7,40,34,117,6.2,10.75,15.75,11
2020-04,Başakşehir,European,premium,2816,402,2927,11.8,61,67,50,7,8.25,13.25,11
2020-05,Başakşehir,European,premium,2900,414,3118,12.2,153,72,17,7,8.25,13.25,11
2020-06,Başakşehir,European,premium,3112,445,3485,13.1,28,74,21,7,8.25,13.25,11
2020-07,Başakşehir,European,premium,3090,441,3274,13,65,74,67,7,8.25,13.25,14
2020-08,Başakşehir,European,premium,3106,444,3407,13,100,14,77,7,8.25,13.25,14
2020-09,Başakşehir,European,premium,3178,454,3392,13.3,47,18,19,7,8.25,13.25,14
2020-10,Başakşehir,European,premium,4098,546,4639,17.2,19,47,35,7.5,10.25,15.25,14
2020-11,Başakşehir,European,premium,4095,546,4576,17.2,43,27,67,7.5,10.25,15.25,14
2020-12,Başakşehir,European,premium,4110,548,4422,17.3,50,37,53,7.5,10.25,15.25,14
2021-01,Başakşehir,European,premium,5682,758,6392,23.9,35,50,86,7.5,17,22,19.5
2021-02,Başakşehir,European,premium,5492,732,6245,23.1,70,60,118,7.5,17,22,19.5
2021-03,Başakşehir,European,premium,5618,749,6417,23.6,158,69,109,7.5,17,22,19.5
2021-04,Başakşehir,European,premium,5707,671,6186,24,173,75,69,8.5,19,24,19.5
2021-05,Başakşehir,European,premium,5538,652,6199,23.3,123,23,82,8.5,19,24,19.5
2021-06,Başakşehir,European,premium,5576,656,6135,23.4,114,76,73,8.5,19,24,19.5
2021-07,Başakşehir,European,premium,7842,923,8547,32.9,98,14,14,8.5,19,24,19.5
2021-08,Başakşehir,European,premium,8186,963,8914,34.4,157,22,49,8.5,19,24,19.5
2021-09,Başakşehir,European,premium,8077,950,9120,33.9,163,40,20,8.5,19,24,19.5
2021-10,Başakşehir,European,premium,8301,755,9166,34.9,150,59,39,11,14,19,54
2021-11,Başakşehir,European,premium,8081,735,8633,33.9,44,14,95,11,14,19,54
2021-12,Başakşehir,European,premium,8326,757,9083,35,15,69,63,11,14,19,54
2022-01,Başakşehir,European,premium,16020,1105,17391,67.3,89,35,66,14.5,14,19,54
2022-02,Başakşehir,European,premium,15944,1100,17703,67,116,22,119,14.5,14,19,54
2022-03,Başakşehir,European,premium,15725,1084,16748,66,117,51,46,14.5,14,19,54
2022-04,Başakşehir,European,premium,15588,917,16588,65.5,166,46,17,17,14,19,80
2022-05,Başakşehir,European,premium,16408,965,18290,68.9,106,16,60,17,14,19,80
2022-06,Başakşehir,European,premium,14973,881,17125,62.9,86,73,42,17,14,19,80
2022-07,Başakşehir,European,premium,24923,1466,27473,104.7,153,78,47,17,12,17,80
2022-08,Başakşehir,European,premium,24486,1440,26544,102.8,129,79,80,17,12,17,80
2022-09,Başakşehir,European,premium,25023,1472,26802,105.1,100,37,53,17,12,17,80
2022-10,Başakşehir,European,premium,25907,1385,28393,108.8,127,53,26,18.7,9,14,64
2022-11,Başakşehir,European,premium,24672,1319,26679,103.6,92,6,34,18.7,9,14,64
2022-12,Başakşehir,European,premium,24545,1313,28239,103.1,85,15,31,18.7,9,14,64
2023-01,Başakşehir,European,premium,34378,1637,37620,144.4,129,51,111,21,8.5,13.5,39
2023-02,Başakşehir,European,premium,34098,1624,37388,143.2,112,36,52,21,8.5,13.5,39
2023-03,Başakşehir,European,premium,34319,1634,37576,144.1,18,18,40,21,8.5,13.5,39
2023-04,Başakşehir,European,premium,35375,1685,39270,148.6,123,28,65,21,8.5,13.5,39
2023-05,Başakşehir,European,premium,34785,1656,38985,146.1,116,50,20,21,8.5,13.5,39
2023-06,Başakşehir,European,premium,34134,1625,37781,143.4,111,30,36,21,8.5,13.5,39
2023-07,Başakşehir,European,premium,42079,1588,46853,176.7,154,10,52,26.5,25,30,65
2023-08,Başakşehir,European,premium,44491,1679,50867,186.9,141,63,67,26.5,25,30,65
2023-09,Başakşehir,European,premium,41004,1547,43971,172.2,17,28,67,26.5,25,30,65
2023-10,Başakşehir,European,premium,44126,1522,50347,185.3,119,70,106,29,42.5,47.5,65
2023-11,Başakşehir,European,premium,42712,1473,49495,179.4,177,59,119,29,42.5,47.5,65
2023-12,Başakşehir,European,premium,41499,1431,44567,174.3,17,23,113,29,42.5,47.5,65
2024-01,Başakşehir,European,premium,49026,1532,53692,205.9,152,18,68,32,50,55,75
2024-02,Başakşehir,European,premium,48521,1516,52154,203.8,102,50,23,32,50,55,75
2024-03,Başakşehir,European,premium,49786,1556,54795,209.1,96,59,28,32,50,55,75
2024-04,Başakşehir,European,premium,49660,1552,53104,208.6,69,17,59,32,50,55,75
2024-05,Başakşehir,European,premium,49262,1539,56028,206.9,57,42,22,32,50,55,75
2024-06,Başakşehir,European,premium,47484,1484,48656,199.4,20,30,40,32,50,55,75
2024-07,Başakşehir,European,premium,55938,1645,62524,234.9,95,58,25,34,50,55,49
2024-08,Başakşehir,European,premium,51521,1515,56445,216.4,83,65,77,34,50,55,49
2024-09,Başakşehir,European,premium,52551,1546,57959,220.7,60,76,59,34,50,55,49
2024-10,Başakşehir,European,premium,52469,1543,57757,220.4,177,44,105,34,50,55,49
2024-11,Başakşehir,European,premium,51827,1524,57453,217.7,51,19,90,34,50,55,49
2024-12,Başakşehir,European,premium,53682,1579,62787,225.5,45,36,52,34,50,55,49
2025-01,Başakşehir,European,premium,56691,1575,62701,238.1,85,49,112,36,47.5,52.5,36
2025-02,Başakşehir,European,premium,57062,1585,63315,239.7,60,11,112,36,47.5,52.5,36
2025-03,Başakşehir,European,premium,56506,1570,62732,237.3,124,57,92,36,47.5,52.5,36
2025-04,Başakşehir,European,premium,57415,1595,63683,241.1,151,40,80,36,47.5,52.5,36
2025-05,Başakşehir,European,premium,55163,1532,60621,231.7,45,24,24,36,47.5,52.5,36
2025-06,Başakşehir,European,premium,53139,1476,58936,223.2,29,43,87,36,47.5,52.5,36
2025-07,Başakşehir,European,premium,60101,1647,66144,252.4,118,38,110,36.5,45,50,30
2025-08,Başakşehir,European,premium,60868,1668,64516,255.6,23,7,88,36.5,45,50,30
2025-09,Başakşehir,European,premium,62027,1699,69022,260.5,163,40,70,36.5,45,50,30
2025-10,Başakşehir,European,premium,60821,1666,67526,255.4,37,79,55,36.5,45,50,30
2025-11,Başakşehir,European,premium,58655,1607,62574,246.4,142,68,50,36.5,45,50,30
2025-12,Başakşehir,European,premium,58010,1589,63695,243.6,56,68,94,36.5,45,50,30
2026-01,Başakşehir,European,premium,57478,1575,62424,241.4,120,49,97,36.5,45,50,30
2026-02,Başakşehir,European,premium,58689,1608,64805,246.5,20,17,25,36.5,45,50,30
2026-03,Başakşehir,European,premium,58036,1590,62219,243.7,173,67,30,36.5,45,50,30
2026-04,Başakşehir,European,premium,58707,1608,63722,246.6,163,15,61,36.5,45,50,30
2020-01,Arnavutköy (FAR),European,affordable,1242,200,1358,5.2,85,27,94,6.2,10.75,15.75,11
2020-02,Arnavutköy (FAR),European,affordable,1310,211,1454,5.5,111,22,22,6.2,10.75,15.75,11
2020-03,Arnavutköy (FAR),European,affordable,1246,201,1396,5.2,98,51,38,6.2,10.75,15.75,11
2020-04,Arnavutköy (FAR),European,affordable,1622,232,1771,6.8,45,31,119,7,8.25,13.25,11
2020-05,Arnavutköy (FAR),European,affordable,1499,214,1662,6.3,156,33,114,7,8.25,13.25,11
2020-06,Arnavutköy (FAR),European,affordable,1508,215,1660,6.3,178,9,107,7,8.25,13.25,11
2020-07,Arnavutköy (FAR),European,affordable,1426,204,1574,6,177,5,94,7,8.25,13.25,14
2020-08,Arnavutköy (FAR),European,affordable,1459,208,1593,6.1,133,70,36,7,8.25,13.25,14
2020-09,Arnavutköy (FAR),European,affordable,1558,223,1648,6.5,60,72,107,7,8.25,13.25,14
2020-10,Arnavutköy (FAR),European,affordable,2113,282,2228,8.9,129,31,83,7.5,10.25,15.25,14
2020-11,Arnavutköy (FAR),European,affordable,2035,271,2148,8.5,92,64,111,7.5,10.25,15.25,14
2020-12,Arnavutköy (FAR),European,affordable,2009,268,2199,8.4,149,21,81,7.5,10.25,15.25,14
2021-01,Arnavutköy (FAR),European,affordable,2716,362,2952,11.4,44,18,99,7.5,17,22,19.5
2021-02,Arnavutköy (FAR),European,affordable,2809,374,3270,11.8,67,79,10,7.5,17,22,19.5
2021-03,Arnavutköy (FAR),European,affordable,2813,375,3006,11.8,27,22,63,7.5,17,22,19.5
2021-04,Arnavutköy (FAR),European,affordable,2905,342,3256,12.2,50,33,114,8.5,19,24,19.5
2021-05,Arnavutköy (FAR),European,affordable,2692,317,3046,11.3,57,6,56,8.5,19,24,19.5
2021-06,Arnavutköy (FAR),European,affordable,2726,321,2906,11.4,32,46,110,8.5,19,24,19.5
2021-07,Arnavutköy (FAR),European,affordable,4110,484,4508,17.3,142,53,24,8.5,19,24,19.5
2021-08,Arnavutköy (FAR),European,affordable,4014,472,4554,16.9,138,13,17,8.5,19,24,19.5
2021-09,Arnavutköy (FAR),European,affordable,3903,459,4354,16.4,18,27,61,8.5,19,24,19.5
2021-10,Arnavutköy (FAR),European,affordable,3942,358,4152,16.6,101,39,98,11,14,19,54
2021-11,Arnavutköy (FAR),European,affordable,3979,362,4239,16.7,54,56,47,11,14,19,54
2021-12,Arnavutköy (FAR),European,affordable,4085,371,4448,17.2,133,21,51,11,14,19,54
2022-01,Arnavutköy (FAR),European,affordable,8095,558,8853,34,40,6,41,14.5,14,19,54
2022-02,Arnavutköy (FAR),European,affordable,7883,544,8699,33.1,158,45,39,14.5,14,19,54
2022-03,Arnavutköy (FAR),European,affordable,8054,555,8980,33.8,106,25,54,14.5,14,19,54
2022-04,Arnavutköy (FAR),European,affordable,8003,471,8435,33.6,32,57,13,17,14,19,80
2022-05,Arnavutköy (FAR),European,affordable,8261,486,9301,34.7,69,54,16,17,14,19,80
2022-06,Arnavutköy (FAR),European,affordable,7983,470,8439,33.5,47,5,10,17,14,19,80
2022-07,Arnavutköy (FAR),European,affordable,12318,725,13675,51.7,118,18,22,17,12,17,80
2022-08,Arnavutköy (FAR),European,affordable,12460,733,14309,52.3,91,15,112,17,12,17,80
2022-09,Arnavutköy (FAR),European,affordable,12413,730,13535,52.1,31,27,13,17,12,17,80
2022-10,Arnavutköy (FAR),European,affordable,12259,656,13617,51.5,140,60,83,18.7,9,14,64
2022-11,Arnavutköy (FAR),European,affordable,11947,639,12520,50.2,64,24,115,18.7,9,14,64
2022-12,Arnavutköy (FAR),European,affordable,12659,677,13827,53.2,128,61,76,18.7,9,14,64
2023-01,Arnavutköy (FAR),European,affordable,17276,823,18578,72.6,39,77,50,21,8.5,13.5,39
2023-02,Arnavutköy (FAR),European,affordable,17167,817,18831,72.1,23,6,61,21,8.5,13.5,39
2023-03,Arnavutköy (FAR),European,affordable,16897,805,19115,71,123,66,102,21,8.5,13.5,39
2023-04,Arnavutköy (FAR),European,affordable,16915,805,18271,71,57,41,92,21,8.5,13.5,39
2023-05,Arnavutköy (FAR),European,affordable,16730,797,17753,70.3,60,47,34,21,8.5,13.5,39
2023-06,Arnavutköy (FAR),European,affordable,17263,822,19069,72.5,99,32,19,21,8.5,13.5,39
2023-07,Arnavutköy (FAR),European,affordable,21841,824,23765,91.7,40,23,90,26.5,25,30,65
2023-08,Arnavutköy (FAR),European,affordable,20966,791,23273,88.1,156,14,56,26.5,25,30,65
2023-09,Arnavutköy (FAR),European,affordable,21146,798,23860,88.8,106,30,42,26.5,25,30,65
2023-10,Arnavutköy (FAR),European,affordable,21477,741,24454,90.2,36,41,108,29,42.5,47.5,65
2023-11,Arnavutköy (FAR),European,affordable,20765,716,22722,87.2,96,28,85,29,42.5,47.5,65
2023-12,Arnavutköy (FAR),European,affordable,21323,735,22856,89.6,98,36,49,29,42.5,47.5,65
2024-01,Arnavutköy (FAR),European,affordable,24384,762,27595,102.4,39,6,106,32,50,55,75
2024-02,Arnavutköy (FAR),European,affordable,24869,777,27291,104.4,155,5,41,32,50,55,75
2024-03,Arnavutköy (FAR),European,affordable,24806,775,27890,104.2,75,14,45,32,50,55,75
2024-04,Arnavutköy (FAR),European,affordable,24328,760,26457,102.2,148,24,108,32,50,55,75
2024-05,Arnavutköy (FAR),European,affordable,25148,786,28325,105.6,78,40,100,32,50,55,75
2024-06,Arnavutköy (FAR),European,affordable,24660,771,27351,103.6,111,28,33,32,50,55,75
2024-07,Arnavutköy (FAR),European,affordable,25617,753,29072,107.6,179,70,115,34,50,55,49
2024-08,Arnavutköy (FAR),European,affordable,26123,768,29916,109.7,156,49,64,34,50,55,49
2024-09,Arnavutköy (FAR),European,affordable,25439,748,28759,106.8,88,32,87,34,50,55,49
2024-10,Arnavutköy (FAR),European,affordable,25039,736,26052,105.2,132,34,30,34,50,55,49
2024-11,Arnavutköy (FAR),European,affordable,26361,775,29910,110.7,15,26,25,34,50,55,49
2024-12,Arnavutköy (FAR),European,affordable,25678,755,27690,107.8,65,48,40,34,50,55,49
2025-01,Arnavutköy (FAR),European,affordable,27947,776,29085,117.4,121,44,47,36,47.5,52.5,36
2025-02,Arnavutköy (FAR),European,affordable,27670,769,30273,116.2,135,45,51,36,47.5,52.5,36
2025-03,Arnavutköy (FAR),European,affordable,28609,795,31620,120.2,116,55,66,36,47.5,52.5,36
2025-04,Arnavutköy (FAR),European,affordable,26837,745,30827,112.7,119,49,83,36,47.5,52.5,36
2025-05,Arnavutköy (FAR),European,affordable,29318,814,32646,123.1,179,56,50,36,47.5,52.5,36
2025-06,Arnavutköy (FAR),European,affordable,28301,786,29959,118.9,117,37,87,36,47.5,52.5,36
2025-07,Arnavutköy (FAR),European,affordable,30183,827,32666,126.8,149,69,91,36.5,45,50,30
2025-08,Arnavutköy (FAR),European,affordable,29454,807,32907,123.7,21,67,11,36.5,45,50,30
2025-09,Arnavutköy (FAR),European,affordable,29833,817,32447,125.3,60,10,16,36.5,45,50,30
2025-10,Arnavutköy (FAR),European,affordable,30043,823,32993,126.2,134,64,10,36.5,45,50,30
2025-11,Arnavutköy (FAR),European,affordable,30204,828,34023,126.9,60,74,70,36.5,45,50,30
2025-12,Arnavutköy (FAR),European,affordable,29759,815,33444,125,168,49,84,36.5,45,50,30
2026-01,Arnavutköy (FAR),European,affordable,30002,822,33016,126,74,74,97,36.5,45,50,30
2026-02,Arnavutköy (FAR),European,affordable,29079,797,31314,122.1,159,25,69,36.5,45,50,30
2026-03,Arnavutköy (FAR),European,affordable,29208,800,32423,122.7,25,46,93,36.5,45,50,30
2026-04,Arnavutköy (FAR),European,affordable,28928,793,32607,121.5,121,51,79,36.5,45,50,30
2020-01,Çatalca,European,affordable,901,145,987,3.8,119,67,42,6.2,10.75,15.75,11
2020-02,Çatalca,European,affordable,930,150,1110,3.9,67,27,112,6.2,10.75,15.75,11
2020-03,Çatalca,European,affordable,929,150,1033,3.9,57,12,75,6.2,10.75,15.75,11
2020-04,Çatalca,European,affordable,1044,149,1130,4.4,158,7,37,7,8.25,13.25,11
2020-05,Çatalca,European,affordable,1022,146,1130,4.3,120,9,42,7,8.25,13.25,11
2020-06,Çatalca,European,affordable,1099,157,1228,4.6,100,37,16,7,8.25,13.25,11
2020-07,Çatalca,European,affordable,1066,152,1167,4.5,31,19,39,7,8.25,13.25,14
2020-08,Çatalca,European,affordable,1110,159,1241,4.7,169,16,23,7,8.25,13.25,14
2020-09,Çatalca,European,affordable,1109,158,1299,4.7,54,41,115,7,8.25,13.25,14
2020-10,Çatalca,European,affordable,1446,193,1589,6.1,90,47,71,7.5,10.25,15.25,14
2020-11,Çatalca,European,affordable,1452,194,1548,6.1,158,19,28,7.5,10.25,15.25,14
2020-12,Çatalca,European,affordable,1408,188,1583,5.9,95,78,39,7.5,10.25,15.25,14
2021-01,Çatalca,European,affordable,1927,257,2151,8.1,34,26,104,7.5,17,22,19.5
2021-02,Çatalca,European,affordable,2043,272,2223,8.6,56,47,97,7.5,17,22,19.5
2021-03,Çatalca,European,affordable,2057,274,2399,8.6,94,39,69,7.5,17,22,19.5
2021-04,Çatalca,European,affordable,2040,240,2208,8.6,87,64,110,8.5,19,24,19.5
2021-05,Çatalca,European,affordable,2009,236,2266,8.4,73,26,36,8.5,19,24,19.5
2021-06,Çatalca,European,affordable,1946,229,2128,8.2,23,37,51,8.5,19,24,19.5
2021-07,Çatalca,European,affordable,2886,340,3194,12.1,87,77,92,8.5,19,24,19.5
2021-08,Çatalca,European,affordable,2926,344,3114,12.3,24,16,12,8.5,19,24,19.5
2021-09,Çatalca,European,affordable,2938,346,3257,12.3,86,17,105,8.5,19,24,19.5
2021-10,Çatalca,European,affordable,2953,268,3250,12.4,126,69,35,11,14,19,54
2021-11,Çatalca,European,affordable,2873,261,3033,12.1,100,78,77,11,14,19,54
2021-12,Çatalca,European,affordable,2795,254,3195,11.7,79,34,11,11,14,19,54
2022-01,Çatalca,European,affordable,5531,381,6031,23.2,107,48,45,14.5,14,19,54
2022-02,Çatalca,European,affordable,5597,386,6273,23.5,120,46,90,14.5,14,19,54
2022-03,Çatalca,European,affordable,5888,406,6635,24.7,124,78,89,14.5,14,19,54
